央视频道,#genre#
CCTV13,http://171.14.92.209:808/hls/13/index.m3u8
CCTV13,http://183.185.220.51:8082/rtp/226.0.2.165:9232
CCTV13,http://183.185.220.51:8082/rtp/226.0.2.30:8152
CCTV13,http://183.185.220.51:8084/rtp/226.0.2.165:9232
CCTV13,http://183.185.220.51:8084/rtp/226.0.2.30:8152
CCTV13,http://183.185.220.51:8085/rtp/226.0.2.165:9232
CCTV13,http://183.185.220.51:8085/rtp/226.0.2.30:8152
CCTV13,http://183.188.197.34:8000/rtp/226.0.2.165:9232
CCTV13,http://183.188.197.34:8000/rtp/226.0.2.30:8152
CCTV13,http://183.188.197.60:8000/rtp/226.0.2.165:9232
CCTV13,http://183.188.197.60:8000/rtp/226.0.2.30:8152
CCTV13,http://183.6.110.241:9901/hls/1013/index.m3u8
CCTV13,http://27.10.214.186:8004/udp/225.0.4.219:7980
CCTV13,http://59.172.84.192:8888/rtp/239.254.96.161:9040
CCTV13,http://60.186.18.192:8888/rtp/233.50.201.246:5140
CCTV14,http://110.178.52.190:8082/udp/239.1.1.21:8021
CCTV14,http://110.178.52.190:8083/udp/239.1.1.21:8021
CCTV14,http://110.178.52.190:8084/udp/239.1.1.21:8021
CCTV14,http://110.178.52.190:8085/udp/239.1.1.21:8021
CCTV14,http://115.171.216.22:4000/udp/225.1.8.114:8236
CCTV14,http://115.171.216.22:4000/udp/225.1.8.14:8132
CCTV14,http://123.179.176.46:10000/udp/239.29.0.121:5000
CCTV14,http://171.14.92.209:808/hls/14/index.m3u8
CCTV14,http://183.185.220.51:8082/rtp/226.0.2.166:9240
CCTV14,http://183.185.220.51:8082/rtp/226.0.2.31:8160
CCTV14,http://183.185.220.51:8084/rtp/226.0.2.166:9240
CCTV14,http://183.185.220.51:8084/rtp/226.0.2.31:8160
CCTV14,http://183.185.220.51:8085/rtp/226.0.2.166:9240
CCTV14,http://183.185.220.51:8085/rtp/226.0.2.31:8160
CCTV14,http://183.188.197.34:8000/rtp/226.0.2.166:9240
CCTV14,http://183.188.197.34:8000/rtp/226.0.2.31:8160
CCTV14,http://183.188.197.60:8000/rtp/226.0.2.166:9240
CCTV14,http://183.188.197.60:8000/rtp/226.0.2.31:8160
CCTV14,http://183.6.110.241:9901/hls/1014/index.m3u8
CCTV14,http://27.10.214.186:8004/udp/225.0.4.128:7980
CCTV14,http://59.172.84.192:8888/rtp/239.69.1.107:10280
CCTV14,http://60.186.18.192:8888/rtp/233.50.201.124:5140
CCTV15,http://110.178.52.190:8082/udp/239.1.1.22:8022
CCTV15,http://110.178.52.190:8083/udp/239.1.1.22:8022
CCTV15,http://110.178.52.190:8084/udp/239.1.1.22:8022
CCTV15,http://110.178.52.190:8085/udp/239.1.1.22:8022
CCTV15,http://115.171.216.22:4000/udp/225.1.8.115:8052
CCTV15,http://115.171.216.22:4000/udp/225.1.8.74:8136
CCTV15,http://117.44.1.204:20000/hls/17/index.m3u8
CCTV15,http://123.179.176.46:10000/udp/239.29.0.206:5000
CCTV15,http://171.14.92.209:808/hls/15/index.m3u8
CCTV15,http://183.185.220.51:8082/rtp/226.0.2.32:8168
CCTV15,http://183.185.220.51:8084/rtp/226.0.2.32:8168
CCTV15,http://183.185.220.51:8085/rtp/226.0.2.32:8168
CCTV15,http://183.188.197.34:8000/rtp/226.0.2.32:8168
CCTV15,http://183.188.197.60:8000/rtp/226.0.2.32:8168
CCTV15,http://183.6.110.241:9901/hls/1015/index.m3u8
CCTV15,http://27.10.214.186:8004/udp/225.0.4.220:7980
CCTV15,http://59.172.84.192:8888/rtp/239.69.1.155:10566
CCTV15,http://60.186.18.192:8888/rtp/233.50.201.15:5140
CCTV16,http://110.178.52.190:8082/udp/239.1.1.122:8122
CCTV16,http://110.178.52.190:8083/udp/239.1.1.122:8122
CCTV16,http://110.178.52.190:8084/udp/239.1.1.122:8122
CCTV16,http://110.178.52.190:8085/udp/239.1.1.122:8122
CCTV16,http://123.179.176.46:10000/udp/239.29.1.146:5000
CCTV16,http://123.179.176.46:10000/udp/239.29.1.149:5000
CCTV16,http://183.185.220.51:8082/rtp/226.0.2.169:9264
CCTV16,http://183.185.220.51:8084/rtp/226.0.2.169:9264
CCTV16,http://183.185.220.51:8085/rtp/226.0.2.169:9264
CCTV16,http://183.188.197.34:8000/rtp/226.0.2.169:9264
CCTV16,http://183.188.197.60:8000/rtp/226.0.2.169:9264
CCTV16,http://59.172.84.192:8888/rtp/239.69.1.13:9718
CCTV16,http://59.172.84.192:8888/rtp/239.69.1.247:11124
CCTV16,http://59.172.84.192:8888/rtp/239.69.1.249:11136
CCTV16,http://60.186.18.192:8888/rtp/233.50.201.192:5140
CCTV16,http://60.186.18.192:8888/rtp/233.50.201.63:5140
CCTV17,http://110.178.52.190:8082/udp/239.1.1.23:8023
CCTV17,http://110.178.52.190:8083/udp/239.1.1.23:8023
CCTV17,http://110.178.52.190:8084/udp/239.1.1.23:8023
CCTV17,http://110.178.52.190:8085/udp/239.1.1.23:8023
CCTV17,http://115.171.216.22:4000/udp/225.1.8.117:8064
CCTV17,http://115.171.216.22:4000/udp/225.1.8.17:8144
CCTV17,http://123.179.176.46:10000/udp/239.29.1.145:5000
CCTV17,http://171.14.92.209:808/hls/17/index.m3u8
CCTV17,http://183.185.220.51:8082/rtp/226.0.2.170:9272
CCTV17,http://183.185.220.51:8082/rtp/226.0.2.207:9568
CCTV17,http://183.185.220.51:8084/rtp/226.0.2.170:9272
CCTV17,http://183.185.220.51:8084/rtp/226.0.2.207:9568
CCTV17,http://183.185.220.51:8085/rtp/226.0.2.170:9272
CCTV17,http://183.185.220.51:8085/rtp/226.0.2.207:9568
CCTV17,http://183.188.197.34:8000/rtp/226.0.2.170:9272
CCTV17,http://183.188.197.34:8000/rtp/226.0.2.207:9568
CCTV17,http://183.188.197.60:8000/rtp/226.0.2.170:9272
CCTV17,http://183.188.197.60:8000/rtp/226.0.2.207:9568
CCTV17,http://183.6.110.241:9901/hls/1016/index.m3u8
CCTV17,http://27.10.214.186:8004/udp/225.0.4.179:7980
CCTV17,http://59.172.84.192:8888/rtp/239.69.1.152:10548
CCTV17,http://60.186.18.192:8888/rtp/233.50.201.35:5140
CCTV2,http://110.178.52.190:8082/udp/239.1.1.8:8008
CCTV2,http://110.178.52.190:8083/udp/239.1.1.8:8008
CCTV2,http://110.178.52.190:8084/udp/239.1.1.8:8008
CCTV2,http://110.178.52.190:8085/udp/239.1.1.8:8008
CCTV2,http://115.171.216.22:4000/udp/225.1.8.102:8004
CCTV2,http://115.171.216.22:4000/udp/225.1.8.2:8084
CCTV2,http://123.179.176.46:10000/udp/239.29.0.116:5000
CCTV2,http://123.179.176.46:10000/udp/239.29.0.179:5000
CCTV2,http://171.14.92.209:808/hls/2/index.m3u8
CCTV2,http://175.21.170.6:5000/hls/2/index.m3u8
CCTV2,http://183.185.220.51:8082/rtp/226.0.2.154:9144
CCTV2,http://183.185.220.51:8082/rtp/226.0.2.19:8064
CCTV2,http://183.185.220.51:8084/rtp/226.0.2.154:9144
CCTV2,http://183.185.220.51:8084/rtp/226.0.2.19:8064
CCTV2,http://183.185.220.51:8085/rtp/226.0.2.154:9144
CCTV2,http://183.185.220.51:8085/rtp/226.0.2.19:8064
CCTV2,http://183.188.197.34:8000/rtp/226.0.2.154:9144
CCTV2,http://183.188.197.34:8000/rtp/226.0.2.19:8064
CCTV2,http://183.188.197.60:8000/rtp/226.0.2.154:9144
CCTV2,http://183.188.197.60:8000/rtp/226.0.2.19:8064
CCTV2,http://183.6.110.241:9901/hls/1002/index.m3u8
CCTV2,http://27.10.214.186:8004/udp/225.0.4.132:7980
CCTV2,http://59.172.84.192:8888/rtp/239.69.1.102:10250
CCTV2,http://60.186.18.192:8888/rtp/233.50.201.119:5140
CCTV3,http://110.178.52.190:8082/udp/239.1.1.9:8009
CCTV3,http://110.178.52.190:8083/udp/239.1.1.9:8009
CCTV3,http://110.178.52.190:8084/udp/239.1.1.9:8009
CCTV3,http://110.178.52.190:8085/udp/239.1.1.9:8009
CCTV3,http://115.171.216.22:4000/udp/225.1.8.88:8000
CCTV3,http://115.171.216.22:4000/udp/225.1.8.92:8000
CCTV3,http://123.179.176.46:10000/udp/239.29.1.133:5000
CCTV3,http://171.14.92.209:808/hls/3/index.m3u8
CCTV3,http://175.21.170.6:5000/hls/3/index.m3u8
CCTV3,http://183.185.220.51:8082/rtp/226.0.2.208:9576
CCTV3,http://183.185.220.51:8082/rtp/226.0.2.20:8072
CCTV3,http://183.185.220.51:8084/rtp/226.0.2.208:9576
CCTV3,http://183.185.220.51:8084/rtp/226.0.2.20:8072
CCTV3,http://183.185.220.51:8085/rtp/226.0.2.208:9576
CCTV3,http://183.185.220.51:8085/rtp/226.0.2.20:8072
CCTV3,http://183.188.197.34:8000/rtp/226.0.2.208:9576
CCTV3,http://183.188.197.34:8000/rtp/226.0.2.20:8072
CCTV3,http://183.188.197.60:8000/rtp/226.0.2.208:9576
CCTV3,http://183.188.197.60:8000/rtp/226.0.2.20:8072
CCTV3,http://183.6.110.241:9901/hls/1003/index.m3u8
CCTV3,http://27.10.214.186:8004/udp/225.0.4.142:7980
CCTV3,http://59.172.84.192:8888/rtp/239.69.1.122:10370
CCTV3,http://60.186.18.192:8888/rtp/233.50.201.196:5140
CCTV4,http://110.178.52.190:8082/udp/239.1.1.10:8010
CCTV4,http://110.178.52.190:8083/udp/239.1.1.10:8010
CCTV4,http://110.178.52.190:8084/udp/239.1.1.10:8010
CCTV4,http://110.178.52.190:8085/udp/239.1.1.10:8010
CCTV4,http://115.171.216.22:4000/udp/225.1.8.104:8216
CCTV4,http://115.171.216.22:4000/udp/225.1.8.4:8092
CCTV4,http://123.179.176.46:10000/udp/239.29.0.87:5000
CCTV4,http://123.179.176.46:10000/udp/239.29.1.142:5000
CCTV4,http://123.179.176.46:10000/udp/239.29.1.144:5000
CCTV4,http://171.14.92.209:808/hls/4/index.m3u8
CCTV4,http://183.185.220.51:8082/rtp/226.0.2.156:9160
CCTV4,http://183.185.220.51:8082/rtp/226.0.2.21:8080
CCTV4,http://183.185.220.51:8084/rtp/226.0.2.156:9160
CCTV4,http://183.185.220.51:8084/rtp/226.0.2.21:8080
CCTV4,http://183.185.220.51:8085/rtp/226.0.2.156:9160
CCTV4,http://183.185.220.51:8085/rtp/226.0.2.21:8080
CCTV4,http://183.188.197.34:8000/rtp/226.0.2.156:9160
CCTV4,http://183.188.197.34:8000/rtp/226.0.2.21:8080
CCTV4,http://183.188.197.60:8000/rtp/226.0.2.156:9160
CCTV4,http://183.188.197.60:8000/rtp/226.0.2.21:8080
CCTV4,http://183.6.110.241:9901/hls/1004/index.m3u8
CCTV4,http://27.10.214.186:8004/udp/225.0.4.176:7980
CCTV4,http://59.172.84.192:8888/rtp/239.69.1.138:10466
CCTV4,http://60.186.18.192:8888/rtp/233.50.201.4:5140
CCTV5,http://110.178.52.190:8082/udp/239.1.1.11:8011
CCTV5,http://110.178.52.190:8082/udp/239.1.1.12:8012
CCTV5,http://110.178.52.190:8083/udp/239.1.1.11:8011
CCTV5,http://110.178.52.190:8083/udp/239.1.1.12:8012
CCTV5,http://110.178.52.190:8084/udp/239.1.1.11:8011
CCTV5,http://110.178.52.190:8084/udp/239.1.1.12:8012
CCTV5,http://110.178.52.190:8085/udp/239.1.1.11:8011
CCTV5,http://110.178.52.190:8085/udp/239.1.1.12:8012
CCTV5,http://115.171.216.22:4000/udp/225.1.8.20:8004
CCTV5,http://115.171.216.22:4000/udp/225.1.8.89:8000
CCTV5,http://115.171.216.22:4000/udp/225.1.8.93:8000
CCTV5,http://117.44.1.204:20000/hls/2/index.m3u8
CCTV5,http://123.179.176.46:10000/udp/239.29.1.10:5001
CCTV5,http://123.179.176.46:10000/udp/239.29.1.134:5000
CCTV5,http://171.14.92.209:808/hls/18/index.m3u8
CCTV5,http://171.14.92.209:808/hls/5/index.m3u8
CCTV5,http://175.21.170.6:5000/hls/4/index.m3u8
CCTV5,http://175.21.170.6:5000/hls/5/index.m3u8
CCTV5,http://183.185.220.51:8082/rtp/226.0.2.168:9256
CCTV5,http://183.185.220.51:8082/rtp/226.0.2.209:9584
CCTV5,http://183.185.220.51:8082/rtp/226.0.2.22:8088
CCTV5,http://183.185.220.51:8084/rtp/226.0.2.168:9256
CCTV5,http://183.185.220.51:8084/rtp/226.0.2.209:9584
CCTV5,http://183.185.220.51:8084/rtp/226.0.2.22:8088
CCTV5,http://183.185.220.51:8085/rtp/226.0.2.168:9256
CCTV5,http://183.185.220.51:8085/rtp/226.0.2.209:9584
CCTV5,http://183.185.220.51:8085/rtp/226.0.2.22:8088
CCTV5,http://183.188.197.34:8000/rtp/226.0.2.168:9256
CCTV5,http://183.188.197.34:8000/rtp/226.0.2.209:9584
CCTV5,http://183.188.197.34:8000/rtp/226.0.2.22:8088
CCTV5,http://183.188.197.60:8000/rtp/226.0.2.168:9256
CCTV5,http://183.188.197.60:8000/rtp/226.0.2.209:9584
CCTV5,http://183.188.197.60:8000/rtp/226.0.2.22:8088
CCTV5,http://183.6.110.241:9901/hls/1005/index.m3u8
CCTV5,http://27.10.214.186:8004/udp/225.0.4.143:7980
CCTV5,http://27.10.214.186:8004/udp/225.0.4.73:7980
CCTV5,http://59.172.84.192:8888/rtp/239.254.96.234:9484
CCTV5,http://59.172.84.192:8888/rtp/239.69.1.123:10376
CCTV5,http://59.172.84.192:8888/rtp/239.69.1.12:9712
CCTV5,http://60.186.18.192:8888/rtp/233.50.201.197:5140
CCTV5,http://60.186.18.192:8888/rtp/233.50.201.220:5140
CCTV6,http://110.178.52.190:8082/udp/239.1.1.13:8013
CCTV6,http://110.178.52.190:8083/udp/239.1.1.13:8013
CCTV6,http://110.178.52.190:8084/udp/239.1.1.13:8013
CCTV6,http://110.178.52.190:8085/udp/239.1.1.13:8013
CCTV6,http://115.171.216.22:4000/udp/225.1.8.84:8000
CCTV6,http://115.171.216.22:4000/udp/225.1.8.90:8000
CCTV6,http://123.179.176.46:10000/udp/239.29.1.135:5000
CCTV6,http://171.14.92.209:808/hls/6/index.m3u8
CCTV6,http://175.21.170.6:5000/hls/6/index.m3u8
CCTV6,http://183.185.220.51:8082/rtp/226.0.2.210:9592
CCTV6,http://183.185.220.51:8082/rtp/226.0.2.23:8096
CCTV6,http://183.185.220.51:8084/rtp/226.0.2.210:9592
CCTV6,http://183.185.220.51:8084/rtp/226.0.2.23:8096
CCTV6,http://183.185.220.51:8085/rtp/226.0.2.210:9592
CCTV6,http://183.185.220.51:8085/rtp/226.0.2.23:8096
CCTV6,http://183.188.197.34:8000/rtp/226.0.2.210:9592
CCTV6,http://183.188.197.34:8000/rtp/226.0.2.23:8096
CCTV6,http://183.188.197.60:8000/rtp/226.0.2.210:9592
CCTV6,http://183.188.197.60:8000/rtp/226.0.2.23:8096
CCTV6,http://183.6.110.241:9901/hls/1006/index.m3u8
CCTV6,http://27.10.214.186:8004/udp/225.0.4.144:7980
CCTV6,http://59.172.84.192:8888/rtp/239.69.1.124:10382
CCTV6,http://60.186.18.192:8888/rtp/233.50.201.198:5140
CCTV7,http://110.178.52.190:8082/udp/239.1.1.14:8014
CCTV7,http://110.178.52.190:8083/udp/239.1.1.14:8014
CCTV7,http://110.178.52.190:8084/udp/239.1.1.14:8014
CCTV7,http://110.178.52.190:8085/udp/239.1.1.14:8014
CCTV7,http://115.171.216.22:4000/udp/225.1.8.107:8024
CCTV7,http://115.171.216.22:4000/udp/225.1.8.7:8104
CCTV7,http://117.44.1.204:20000/hls/29/index.m3u8
CCTV7,http://123.179.176.46:10000/udp/239.29.0.117:5000
CCTV7,http://171.14.92.209:808/hls/7/index.m3u8
CCTV7,http://183.185.220.51:8082/rtp/226.0.2.159:9184
CCTV7,http://183.185.220.51:8082/rtp/226.0.2.24:8104
CCTV7,http://183.185.220.51:8084/rtp/226.0.2.159:9184
CCTV7,http://183.185.220.51:8084/rtp/226.0.2.24:8104
CCTV7,http://183.185.220.51:8085/rtp/226.0.2.159:9184
CCTV7,http://183.185.220.51:8085/rtp/226.0.2.24:8104
CCTV7,http://183.188.197.34:8000/rtp/226.0.2.159:9184
CCTV7,http://183.188.197.34:8000/rtp/226.0.2.24:8104
CCTV7,http://183.188.197.60:8000/rtp/226.0.2.159:9184
CCTV7,http://183.188.197.60:8000/rtp/226.0.2.24:8104
CCTV7,http://183.6.110.241:9901/hls/1007/index.m3u8
CCTV7,http://27.10.214.186:8004/udp/225.0.4.127:7980
CCTV7,http://59.172.84.192:8888/rtp/239.69.1.103:10256
CCTV7,http://60.186.18.192:8888/rtp/233.50.201.120:5140
CCTV8,http://110.178.52.190:8082/udp/239.1.1.15:8015
CCTV8,http://110.178.52.190:8083/udp/239.1.1.15:8015
CCTV8,http://110.178.52.190:8084/udp/239.1.1.15:8015
CCTV8,http://110.178.52.190:8085/udp/239.1.1.15:8015
CCTV8,http://115.171.216.22:4000/udp/225.1.8.85:8000
CCTV8,http://115.171.216.22:4000/udp/225.1.8.91:8000
CCTV8,http://123.179.176.46:10000/udp/239.29.1.136:5000
CCTV8,http://171.14.92.209:808/hls/8/index.m3u8
CCTV8,http://183.185.220.51:8082/rtp/226.0.2.211:9600
CCTV8,http://183.185.220.51:8082/rtp/226.0.2.25:8112
CCTV8,http://183.185.220.51:8084/rtp/226.0.2.211:9600
CCTV8,http://183.185.220.51:8084/rtp/226.0.2.25:8112
CCTV8,http://183.185.220.51:8085/rtp/226.0.2.211:9600
CCTV8,http://183.185.220.51:8085/rtp/226.0.2.25:8112
CCTV8,http://183.188.197.34:8000/rtp/226.0.2.211:9600
CCTV8,http://183.188.197.34:8000/rtp/226.0.2.25:8112
CCTV8,http://183.188.197.60:8000/rtp/226.0.2.211:9600
CCTV8,http://183.188.197.60:8000/rtp/226.0.2.25:8112
CCTV8,http://183.6.110.241:9901/hls/1008/index.m3u8
CCTV8,http://27.10.214.186:8004/udp/225.0.4.137:7980
CCTV8,http://59.172.84.192:8888/rtp/239.69.1.125:10388
CCTV8,http://60.186.18.192:8888/rtp/233.50.201.199:5140
CCTV9,http://110.178.52.190:8082/udp/239.1.1.16:8016
CCTV9,http://110.178.52.190:8083/udp/239.1.1.16:8016
CCTV9,http://110.178.52.190:8084/udp/239.1.1.16:8016
CCTV9,http://110.178.52.190:8085/udp/239.1.1.16:8016
CCTV9,http://115.171.216.22:4000/udp/225.1.8.109:8032
CCTV9,http://115.171.216.22:4000/udp/225.1.8.9:8112
CCTV9,http://123.179.176.46:10000/udp/239.29.0.118:5000
CCTV9,http://171.14.92.209:808/hls/9/index.m3u8
CCTV9,http://183.185.220.51:8082/rtp/226.0.2.161:9200
CCTV9,http://183.185.220.51:8082/rtp/226.0.2.26:8120
CCTV9,http://183.185.220.51:8084/rtp/226.0.2.161:9200
CCTV9,http://183.185.220.51:8084/rtp/226.0.2.26:8120
CCTV9,http://183.185.220.51:8085/rtp/226.0.2.161:9200
CCTV9,http://183.185.220.51:8085/rtp/226.0.2.26:8120
CCTV9,http://183.188.197.34:8000/rtp/226.0.2.161:9200
CCTV9,http://183.188.197.34:8000/rtp/226.0.2.26:8120
CCTV9,http://183.188.197.60:8000/rtp/226.0.2.161:9200
CCTV9,http://183.188.197.60:8000/rtp/226.0.2.26:8120
CCTV9,http://183.6.110.241:9901/hls/1009/index.m3u8
CCTV9,http://27.10.214.186:8004/udp/225.0.4.131:7980
CCTV9,http://59.172.84.192:8888/rtp/239.69.1.104:10262
CCTV9,http://60.186.18.192:8888/rtp/233.50.201.121:5140
CCTVNEWS,http://117.44.1.204:20000/hls/41/index.m3u8
CCTV世界地理,http://110.178.52.190:8082/udp/239.1.1.99:8099
CCTV世界地理,http://110.178.52.190:8083/udp/239.1.1.99:8099
CCTV世界地理,http://110.178.52.190:8084/udp/239.1.1.99:8099
CCTV世界地理,http://110.178.52.190:8085/udp/239.1.1.99:8099
CCTV世界地理,http://183.185.220.51:8082/rtp/226.0.2.222:9688
CCTV世界地理,http://183.185.220.51:8084/rtp/226.0.2.222:9688
CCTV世界地理,http://183.185.220.51:8085/rtp/226.0.2.222:9688
CCTV世界地理,http://183.188.197.34:8000/rtp/226.0.2.222:9688
CCTV世界地理,http://183.188.197.60:8000/rtp/226.0.2.222:9688
CCTV世界地理,http://59.172.84.192:8888/rtp/239.69.1.91:10186
CCTV兵器科技,http://110.178.52.190:8082/udp/239.1.1.97:8097
CCTV兵器科技,http://110.178.52.190:8083/udp/239.1.1.97:8097
CCTV兵器科技,http://110.178.52.190:8084/udp/239.1.1.97:8097
CCTV兵器科技,http://110.178.52.190:8085/udp/239.1.1.97:8097
CCTV兵器科技,http://183.185.220.51:8082/rtp/226.0.2.223:9696
